"","Country.Name","Property.Rights","Change.in.Property.Rights.from.2015","Freedom.from.Corruption","Change.in.Freedom.from.Corruption.from.2015","Fiscal.Freedom","Change.in.Fiscal.Freedom.from.2015","Gov.t.Spending","Change.in.Gov.t.Spending.from.2015","Business.Freedom","Change.in.Business.Freedom.from.2015","Labor.Freedom","Change.in.Labor.Freedom.from.2015","Monetary.Freedom","Change.in.Monetary.Freedom.from.2015","Trade.Freedom","Change.in.Trade.Freedom.from.2015","Investment.Freedom","Change.in.Investment.Freedom.from.2015","Financial.Freedom","Change.in.Financial.Freedom.from.2015","Tariff.Rate....","Income.Tax.Rate....","Corporate.Tax.Rate....","Tax.Burden...of.GDP","Gov.t.Expenditure...of.GDP","Population..Millions.","GDP..Billions..PPP.","GDP.Growth.Rate....","X5.Year.GDP.Growth.Rate....","GDP.per.Capita..PPP.","Unemployment....","Inflation....","FDI.Inflow..Millions.","Public.Debt....of.GDP.","HUMAN.FREEDOM..Rank.","HUMAN.FREEDOM..Quartile.","Procedural.Justice","Civil.Justice","Criminal.Justice","Rule.of.Law","Homicide","Homicide.DATA","Disappearances","Violent.Conflicts","Violent.Conflicts.DATA","Organised.Conflicts","Terrorism.Fatalities","Terrorism.Fatalities.DATA","Terrorism.Injuries","Terrorism.Injuries.DATA","Disapperances","Conflicts","and.Terrorism","Female.Genital.Mutilation","Missing.Women","Inheritance.Rights..Widows","Inheritance.Rights..Daughters","Inheritance.Rights","Women.s.Security...Safety","Security...Safety","Domestic.Movement","Foreign.Movement","Women.s.Movement","Movement","Establishing.Religious.Organizations","Operating.Religious.Organizations","Establishing.and.Operating.Religious.Organizations","Harassment.and.Physical.Hostilities","Legal.and.Regulatory.Restrictions","Religion","Association","Assembly","Establishing.Political.Parties","Operating.Political.Parties","Establishing.and.Operating.Political.Parties","Establishing.Professional.Organization","Operating.Professional.Organization","Establishing.and.Operating.Professional.Organization","Establishing.Educational","Sporting.and.Cultural.Organizations","Operating.Educational","Sporting.and.Cultural.Organizations.1","Establishing.and.Operating.Educational","Sporting.and.Cultural.Organizations.2","Association.1","Assembly.1","X..Civil.Society","Press.Killed","Press.Killed.DATA","Press.Jailed","Press.Jailed.DATA","Laws.and.Regulations.that.Influence.Media.Content","Political.Pressures.and.Controls.on.Media.Content","Access.to.Cable.Satellite","Access.to.Foreign.Newspapers","State.Control.over.Internet.Access","Expression...Information","Legal.Gender","Parental.Authority..In.Marriage","Parental.Authority..After.Divorce","Parental.Rights","Male.to.Male.Relationships","Female.to.Female.Relationships","Same.Sex.Relationships","Divorce","Identity...Relationships","PERSONAL.FREEDOM..Score.","PERSONAL.FREEDOM..Rank.","Government.Consumption","Government.Consumption.DATA","Transfers.and.subsidies","Transfers.and.subsidies.DATA","Government.enterprises.and.investment","Government.enterprises.and.investment.DATA","Top.marginal.income.tax.rate","Top.marginal.income.tax.rate.DATA","Top.marginal.income.and.payroll.tax.rate","Top.marginal.income.and.payroll.tax.rate.DATA","Top.marginal.tax.rate","Size.of.Government","Judicial.independence","Impartial.courts","Protection.of.property.rights","Military.interference.in.rule.of.law.and.politics","Integrity.of.the.legal.system","Legal.enforcement.of.contracts","Regulatory.restrictions.on.the.sale.of.real.property","Reliability.of.police","Business.costs.of.crime","Gender.Adjustment","Legal.System...Property.Rights","Money.growth","Money.growth.DATA","Standard.deviation.of.inflation","Standard.deviation.of.inflation.DATA","Inflation..Most.recent.year","Inflation..Most.recent.year.DATA","Freedom.to.own.foreign.currency.bank.accounts","Sound.Money","Revenue.from.trade.taxes....of.trade.sector.","Revenue.from.trade.taxes....of.trade.sector..DATA","Mean.tariff.rate","Mean.tariff.rate.DATA","Standard.deviation.of.tariff.rates","Standard.deviation.of.tariff.rates.DATA","Tariffs","Non.tariff.trade.barriers","Compliance.costs.of.importing.and.exporting","Regulatory.trade.barriers","Black.market.exchange.rates","Foreign.ownership.investment.restrictions","Capital.controls","Freedom.of.foreigners.to.visit","Controls.of.the.movement.of.capital.and.people","Freedom.to.trade.internationally","Ownership.of.banks","Private.sector.credit","Interest.rate.controls.negative.real.interest.rates.","Credit.market.regulations","Hiring.regulations.and.minimum.wage","Hiring.and.firing.regulations","Centralized.collective.bargaining","Hours.Regulations","Mandated.cost.of.worker.dismissal","Conscription","Labor.market.regulations","Administrative.requirements","Bureaucracy.costs","Starting.a..business","Extra.payments.bribes.favoritism","Licensing.restrictions","Tax.compliance","Business.regulations","Regulation","ECONOMIC.FREEDOM..Score.","ECONOMIC.FREEDOM..Rank."
"55","Haiti","10","0","19","0","80.5","0.2","76.4","0.2","47.1","4","62","-1.7","76","2.5","72","-5.6","40","0","30","0","6.5","30","30","12.2","28","10.5","18.3 ","2.8","2","1750","6.8","3.9","99","26","85","75","2",NA,NA,NA,"3","6","6","0","10","0","10","0","10","0","0","0","5","0","9","8","0","6","10","0","0","0","9","0","10","0","10","0","5","0","5","0","5","0","8","3","7","8","10","0","10","0","10","0","10","0",NA,NA,"10","0","8","9","6","3","8","4","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","4","3","5","8","10","0","7","5","10","0","8","2","0","0","5","0","10","0","7","5","10","0","10","0","10","0","10","0","6","9","7","18","74","8","8","10","1","9","9","0","8","7","0","21","1","8","0","30","0",NA,NA,"8","0","8"
"56","Honduras","30","0","29","3","84.2","-0.7","72","-6.7","58","4.8","31","3","74.8","-0.6","78.4","0.8","60","0","60","0","5.8","25","25","18.1","30.6","8.3","39.1 ","3.1","3.5","4729","3.9","6.1","1144.10","46.1","72","92","3","3","1","4","1","2","4","3","2","0","0","56","5","10","0","10","0","0","0","7","5","9","9","0","2","10","0","0","0","9","5","10","0","10","0","5","0","5","0","5","0","8","3","5","9","10","0","10","0","5","0","8","3",NA,NA,"10","0","8","8","7","4","8","7","7","5","7","5",NA,NA,"7","5",NA,NA,"10","0",NA,NA,"10","0","8","5","10","0","0","0","10","0","0","0","4","0","1","8","10","0","10","0","10","0","8","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","5","6","39","107","7","1","15","8","10","0","0","4","8","0","15","5","9","0","27","0","9","0"
"57","Hungary","45","-10","54","0","78.7","0","26.7","0.8","70.6","-3.9","63.8","-3.9","88.3","9.1","88","0","75","0","70","0","1","16","19","38.9","49.4","9.9","246.4 ","3.6","1.3","24942","7.8","-0.3","4039.40","76.9","74","42","2","6","6","5","0","4","7","5","4","9","2","2","1","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","2","9","5","10","0","10","0","10","0","10","0","10","0","10","0","9","6","10","0","10","0","10","0","10","0",NA,NA,"7","5","8","0","6","4","7","3","10","0","7","5",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"7","5","9","0","10","0","0","0","10","0","0","0","6","0","5","8","10","0","10","0","10","0","8","8","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","26","38","3","3","28","9","5","3","17","8","4","0","30","5","10","0","15","0","4","0"
"58","Iceland","90","0","79","1","73.3","1.3","42.1","9.5","90.1","-0.4","61.6","-0.6","79.5","2.5","87.8","-0.2","70","0","60","0","1.1","31.8","20","35.5","43.9","0.3","14.2 ","1.8","1.1","43637","5","2","436.1","82.1","15","27","1",NA,NA,NA,"7","6","9","9","0","3","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","6","4","8","8","1","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","7","8","8","10","0","10","0","10","0","9","6","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","9","8","13","2","3","32","0","8","0","8","0","8","0","15","2","4","0","46","0","3","0","52","0","3"
"59","India","55","0","38","2","77.1","-2.3","78.1","-0.2","47.6","4.3","47.8","-0.9","72.8","7.5","71","6.4","35","0","40","0","7","30.9","32.4","16.7","27","1259.7","7375.9 ","7.2","7.2","5855","3.6","6","34416.80","65","41","110","3","4","5","4","2","4","2","4","3","8","7","3","2","0","0","9","8","0","5","5","0","9","9","0","3","9","9","0","6","6","9","10","0","5","0","5","0","5","0","5","0","6","7","7","4","5","0","5","0","10","0","6","7",NA,NA,"5","0","5","5","5","9","5","5","7","5","7","5",NA,NA,"10","0",NA,NA,"5","0",NA,NA,"5","0","7","0","9","6","5","0","10","0","1","0","6","3","4","5","10","0","7","5","7","5","7","9","7","0","5","0","5","0","5","0","0","0","10","0","5","0","5","0","5","5","6","20","112","6","9","16","5","9","0","4","3","7","0","24","3","8","0","35","0","8","0"
"60","Indonesia","30","0","34","2","83.4","0.1","89","0.7","54","4.7","49.3","0.6","74.3","-0.6","80.4","5.6","40","0","60","0","2.3","30","25","11.8","19.1","251.5","2676.1 ","5","5.8","10641","6.2","6.4","22579.60","25","77","85","3","4","2","4","5","3","5","4","1","9","8","0","5","10","0","10","0","0","0","7","5","10","0","0","1","10","0","0","1","9","5","10","0","7","5","5","0","5","0","5","0","7","5","8","9","10","0","5","0","5","0","6","7",NA,NA,"2","5","6","2","2","8","3","9","10","0","10","0",NA,NA,"5","0",NA,NA,"2","5",NA,NA,"7","5","7","0","10","0","0","0","10","0","0","0","4","7","5","5","7","5","10","0","5","0","7","5","10","0","5","0","5","0","5","0","5","0","5","0","5","0","5","0","6","3","6","38","108","7","6","14","1","9","1","3","7","7","0",NA,"8","0","30","0","7","0","35"
"61","Iran","10","0","27","2","81.2","0","93.2","0.2","59.3","2.3","49","-2.3","50.6","1.9","54.6","13.2","0","0","10","0","15.2","35","25","5.8","15","78","1334.3 ","3","1","17114","12.8","15.5","2105.50","12.2","28","153","4","3","4","5","2","4","5","4","4","9","0","2","5","0","0","9","9","0","4","2","5","10","0","0","1","10","0","0","1","6","5","10","0","7","5","0","0","0","0","0","0","5","8","7","1","0","0","0","0","0","0","0","0",NA,NA,"2","5","6","9","3","4","4","3","2","5","5","0",NA,NA,"5","0",NA,NA,"2","5",NA,NA,"5","0","4","0","10","0","0","0","9","0","8","0","0","0","1","0","7","5","5","0","5","0","5","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","0","4","53","154","5","5","21","3","8","0","7","9","4","0","31","6","10","0","20","0","10","0"
"62","Iraq",NA,NA,"16","0","","","29.7","-14.1","63.2","5.5","68.5","-5.9","75","1.4","","",NA,NA,NA,NA,"","15","15","","48.4","35.9","522.7 ","-2.4","6.4","14571","16.4","2.2","4781.80","37","26","159","4",NA,NA,NA,"2","5","6","1","9","9","0","0","0","0","325","4","0","0","0","0","327","6","0","0","384","0","0","0","10","0","7","5","0","0","0","0","0","0","5","8","4","0","0","0","0","0","0","0","0","0",NA,NA,"7","5","5","2","3","2","5","3","5","0","7","5",NA,NA,"5","0",NA,NA,"2","5",NA,NA,"2","5","4","5","0","0","11","0","10","0","0","0","2","3","2","0","7","5","7","5","7","5","5","3",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","12","160","4","0","26","4","8","0","7","9","0","0","55","3","10","0","15","0","8","0","28","0","9","0"
"63","Ireland","90","5","74","2","73.6","0","50.3","4.7","79.6","-2.5","72.1","-4.1","85.5","1.6","88","0","90","0","70","0","1","41","12.5","28.3","40.7","4.6","226.8 ","4.8","1.4","49195","11.6","0.3","7697.70","109.5","50","8","1",NA,NA,NA,"7","6","9","7","0","8","10","0","10","0","0","0","7","5","9","9","0","4","9","9","0","6","9","4","10","0","10","0","10","0","10","0","10","0","10","0","9","7","10","0","10","0","10","0","10","0",NA,NA,"10","0","8","6","8","7","9","1","10","0","10","0",NA,NA,"7","5",NA,NA,"5","0",NA,NA,"5","0","7","5","10","0","0","0","10","0","0","0","8","0","8","5","10","0","10","0","10","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","94","21","3","7","27","3","7","0","11","5","10","0","5","6","6","0","40","0","3","0","51","0","4"
"64","Israel","75","0","60","-1","60.6","-1.3","48.8","1","70.6","-1.8","64.6","-2.5","84.2","2.6","88.2","-0.4","85","5","70","0","0.9","48","26.5","30.5","41.3","8.2","268.5 ","2.8","3.8","32691","6.1","0.5","6431.60","68.8","52","49","2",NA,NA,NA,"6","8","9","5","1","4","10","0","10","0","0","0","5","0","9","4","1","9","5","9","20","5","8","1","10","0","10","0","10","0","10","0","10","0","10","0","9","2","0","0","0","0","5","0","1","7",NA,NA,"7","5","6","5","3","8","5","9","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","1","8","7","0","7","3","6","5","10","0","10","0","10","0","7","9",NA,"10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","54","60","3","3","28","9","6","7","12","5","10","0","10","9","5","0","50","0","5","0","50","0","5","0"
"65","Italy","50","-5","43","0","55.8","1.6","22.1","-1.1","70.3","-1.6","53","-2.4","84.5","3.3","88","0","85","0","60","0","1","43","27.5","42.6","51","60","2127.7 ","-0.4","-0.5","35486","12.5","0.2","11450.80","132.1","98","34","1","7","5","5","6","6","4","6","5","9","7","0","7","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","9","10","0","10","0","10","0","10","0",NA,NA,"10","0","7","8","6","3","8","0","10","0","10","0",NA,NA,"10","0",NA,NA,"7","5",NA,NA,"10","0","9","5","10","0","0","0","10","0","0","0","6","0","7","5","10","0","10","0","10","0","9","1","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","8","69","30","4","8","23","6","3","5","24","5","10","0","12","3","5","0","47-49","2","0","61-62"
"66","Jamaica","40","0","38","0","81.7","0.2","78","4.8","81.3","-4.6","72.7","-3.8","77.5","6.1","75.4","0.4","80","-5","50","0","7.3","25","25","24","27.1","2.8","24.1 ","0.5","0","8609","13.2","7.1","550.8","140.6","22","60","2","5","8","5","4","5","0","5","4","0","0","47","0","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","6","5","10","0","10","0","5","0","8","3",NA,NA,"10","0","9","4","8","5","9","3","10","0","10","0",NA,NA,"10","0",NA,NA,"7","5",NA,NA,"10","0","9","5","10","0","0","0","10","0","0","0","9","0","7","8","10","0","10","0","10","0","9","5","0","0","10","0","10","0","10","0","0","0","10","0","5","0","10","0","6","3","7","27","70","7","3","15","0","8","4","6","5","7","0","21","9","9","0","25","0","5","0"
"67","Japan","80","0","76","2","68.5","-0.2","46.2","-0.9","82.5","-1.6","83.9","-6.3","81.2","-5.5","82.6","0","70","0","60","10","1.2","40.8","23.9","30.3","42.3","127.1","4750.8 ","-0.1","1.5","37390","3.7","2.7","2089.80","246.4","10","31","1","7","7","7","9","7","4","7","6","9","9","0","3","10","0","10","0","0","0","10","0","10","0","0","1","10","0","0","2","10","0","10","0","7","5","10","0","10","0","10","0","9","2","9","7","10","0","10","0","10","0","10","0",NA,NA,"5","0","9","3","10","0","8","1","10","0","10","0",NA,NA,"7","5",NA,NA,"5","0",NA,NA,"5","0","7","5","10","0","0","0","10","0","0","0","8","3","6","0","10","0","10","0","10","0","9","2","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","8","73","29","4","1","26","2","4","1","22","3","7","0","21","8","3","0","56","0","3","0"
"68","Jordan","60","0","49","4","91.7","-2","62","-8.7","64.9","5.8","68.4","-6","83.1","2.5","73.4","-6.2","70","0","60","0","8.3","14","20","15.3","35.6","6.7","79.6 ","3.1","2.7","11927","11.1","2.9","1760.40","89.3","85","75","2","5","2","6","2","6","0","5","8","9","4","1","5","10","0","8","8","3","6","7","5","8","8","3","7","8","6","6","9","8","7","10","0","7","5","0","0","0","0","0","0","5","8","8","0","10","0","5","0","5","0","6","7",NA,NA,"7","5","7","8","3","8","6","3","5","0","7","5",NA,NA,"5","0",NA,NA,"2","5",NA,NA,"5","0","5","0","10","0","0","0","10","0","0","0","2","7","3","5","7","5","7","5","5","0","6","6",NA,"0","0","0","0","0","0","10","0","10","0","10","0","0","0","3","3","6","24","111","7","0","16","0","7","8","8","6","8","0","15","5","10","0","20","0","5","0","36"
"69","Kazakhstan","30","5","29","3","93","-0.2","87.7","2.7","72.3","-1.4","82.7","-4.3","74","-0.6","77.4","-1.6","40","0","50","0","3.8","10","20","14","20.2","17.4","418.5 ","4.3","6","24020","4.1","6.7","9562.00","15.1","74","90","3","3","9","5","6","4","1","4","5","8","1","4","8","10","0","10","0","0","0","5","0","9","8","0","6","9","9","0","6","8","9","10","0","10","0","10","0","10","0","10","0","10","0","9","0","5","0","5","0","5","0","5","0",NA,NA,"2","5","8","5","5","6","5","5","5","0","5","0",NA,NA,"2","5",NA,NA,"2","5",NA,NA,"5","0","4","0","10","0","0","0","8","3","3","0","0","7","1","5","7","5","7","5","7","5","6","1","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","6","38","109","6","5","17","9","8","6","5","8","6","0","27","3","10","0","10","0","8","0"
"70","Kenya","30","0","25","-2","79.4","1.4","80.8","8.7","48.6","0.7","62.2","-1.6","73.5","0.7","65.6","1.6","60","10","50","0","9.7","30","30","16.2","25.3","42.9","132.4 ","5.3","6","3084","9.2","6.9","989","48.6","82","82","2","3","5","4","6","3","8","4","0","8","1","4","9","0","0","9","7","1","0","5","0","9","5","1","5","9","7","1","4","6","8","7","3","7","5","5","0","5","0","5","0","6","6","7","1","5","0","5","0","10","0","6","7",NA,NA,"7","5","7","7","6","5","7","2","10","0","7","5",NA,NA,"5","0",NA,NA,"5","0",NA,NA,"7","5","7","0","10","0","0","0","10","0","0","0","4","3","4","0","10","0","10","0","10","0","8","3","10","0","5","0","5","0","5","0","0","0","10","0","5","0","10","0","7","5","6","45","102","7","5","14","6","9","8","1","2","6","0","29","4","8","0","30","0","8","0"
"71","Kuwait","45","0","44","1","97.7","0","57.7","-3.4","63.4","4.8","62.7","-1.5","74.2","0.2","77.2","1","55","0","50","0","3.9","0","15","0.7","37.5","4","284.0 ","1.3","3.3","71020","3","2.9","485.8","7.1","19","124","4",NA,NA,NA,"5","2","9","3","1","8","10","0","10","0","0","0","7","5","9","9","0","2","10","0","0","2","9","5","10","0","7","5","0","0","0","0","0","0","5","8","8","2","10","0","0","0","5","0","5","0",NA,NA,"2","5","8","1","3","4","4","6","7","5","7","5",NA,NA,"0","0",NA,NA,"2","5",NA,NA,"2","5","4","0","10","0","0","0","10","0","0","0","3","0","4","3","10","0","7","5","7","5","7","5",NA,"0","0","0","0","0","0","0","0","10","0","5","0","0","0","1","7","5","63","133","1","1","36","4","6","9","11","9","7","0",NA,"10","0","0","0","10","0","20","0","10","0","6"
"72","Kyrgyz Republic","20","0","27","3","93.7","0.1","56.3","3.1","65.3","-8.4","80.4","-4.6","68.4","-5.4","75","-5.2","60","0","50","0","2.5","10","10","20.8","38.1","5.7","19.2 ","3.6","3.7","3361","8.1","7.5","210.5","53","59","99","3","3","6","4","6","3","2","3","8","8","2","4","5","5","0","10","0","0","0","2","5","9","9","0","2","9","8","0","8","7","5","10","0","10","0","5","0","5","0","5","0","8","3","8","0","5","0","5","0","5","0","5","0",NA,NA,NA,"7","7","6","5","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","8","4","1","0","3","3","3","3",NA,NA,NA,"6","2","7","0","10","0","10","0","10","0","10","0","10","0","10","0","5","0","8","0","6","25","110","6","7","17","3","7","1","11","0","6","0","25","5","10","0","10","0","7","0","32","0","8","5","7","1","3","5","3","3"
"73","Latvia","50","0","55","2","84.8","0.4","58.4","-0.8","78.6","-3.5","59.5","-2","84.8","1","88","0","85","0","60","10","1","23","15","27.7","37.2","2","48.2 ","2.4","2.7","23707","10","0.7","473.5","37.8","25","23","1",NA,NA,NA,"6","7","8","7","3","4","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","6","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","1","6","5","8","5","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","7","7","8","0","10","0","10","0","10","0","9","4","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","85","22","5","1","22","7","7","0","11","4","8","0","19","2","9","0","23","0","4","0","44","0","6"
"74","Lebanon","20","0","27","-1","91.3","0","75.7","5.1","59.1","4.4","57.3","-3.4","79","7","75.8","0","60","0","50","-10","7.1","20","15","15.5","28.5","4.5","81.1 ","2","3.2","17986","6.4","1.9","3070.10","134.4","71","95","3","4","6","4","7","3","7","4","3","8","4","4","0","10","0","10","0","0","0","2","5","8","6","4","2","7","5","12","3","7","7","10","0","10","0","0","0","0","0","0","0","6","7","7","6","5","0","10","0","5","0","6","7",NA,NA,"7","5","7","9","6","0","7","2","10","0","10","0",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"10","0","9","0","10","0","0","0","10","0","0","0","3","3","4","8","10","0","10","0","10","0","8","3",NA,"5","0","5","0","5","0","0","0","10","0","5","0","0","0","3","3","6","43","104","7","5","14","3","8","1","7","4","10","0","7","6","10","0","20","0","8","0","26"
"75","Lesotho","30","-5","49","0","59.1","-9.4","0","0","53.3","-1.4","62.1","-1.8","76.9","1.7","85.8","21.2","50","5","40","0","2.1","35","25","47.3","62.6","1.9","5.3 ","2.2","4.5","2764","26.2","3.9","46.4","45.9","53","100","3",NA,NA,NA,"4","9","0","0","41","2","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","10","0","7","5","5","0","5","0","5","0","7","5","5","7","10","0","10","0","10","0","10","0",NA,NA,NA,"9","7","8","8","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","10","0","0","0","5","7","4","5",NA,NA,NA,"7","5","0","0","5","0","10","0","7","5","10","0","10","0","10","0","5","0","5","6","6","69","93","2","6","31","0","8","9","4","6","0","0","58","6","8","0","30","0","8","0","30","0","8","0","4","9","4","6","4","1","4","4","6"
"76","Liberia","25","0","37","-1","83.8","0.8","67.7","-2.2","55.1","-5","44.5","0.6","71","-1.7","72.8","-1.6","45","5","20","0","6.1","25","25","19.2","32.8","4.2","3.7 ","0.5","6.2","882","3.8","9.9","302","33.2","48","106","3","4","0","4","3","3","1","3","8","8","7","3","2","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","4","2","10","0","5","0","5","0","5","0","6","4","8","2","5","0","10","0","5","0","6","7",NA,NA,NA,"9","4","9","0","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","10","0","0","0","4","3","4","5",NA,NA,NA,"7","2",NA,"10","0","5","0","7","5","0","0","0","0","0","0","5","0","4","2","6","40","105","8","8","10","0","8","6","5","5","4","0","37","9","9","0","25","0","7","0","31","0","8","0","7","4","3","8","3","9","4"
"77","Libya","10","0","18","3","95","0","0","-37.5","55.5","8.7","63.1","-3.6","74","2.6","","","5","0",NA,NA,"","10","20","0.7","69.8","6.2","97.6 ","-24","2","15706","19.2","2.8","50","39.3","31","158","4",NA,NA,NA,"2","2","9","0","2","5","5","0","0","0","266","6","0","0","0","0","100","3","0","0","117","1","1","0","10","0","7","5","0","0","0","0","0","0","5","8","5","3",NA,NA,"5","0","5","0",NA,NA,"7","5","7","5","5","8","6","9","2","5","2","5",NA,NA,"2","5",NA,NA,"2","5",NA,NA,"2","5","2","5","0","0","3","0","10","0","0","0","2","7","1","3","7","5","7","5","5","0","4","8",NA,"0","0","5","0","2","5","0","0","0","0","0","0","0","0","0","8","3","88","159","0","0","56","7",NA,NA,NA,NA,"10","0","14","0","9","0","25","0","9","5","4","8","3","4","2","3"
"78","Lithuania","65","5","58","1","92.9","0","63.8","2.5","80","-4.9","60","-2","84.6","3.4","88","0","80","0","80","0","1","15","15","16","34.7","2.9","79.6 ","2.9","3.6","27051","11.3","0.2","217.1","37.7","34","20","1",NA,NA,NA,"6","8","7","9","5","2","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","0","6","4","8","5","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","0","8","5","10","0","10","0","10","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","82","24","5","6","21","1","6","4","13","8","10","0",NA,"10","0","15","0","4","0","42","0","7","0"
"79","Luxembourg","90","0","82","2","61.1","-1.2","43","0.8","73.7","2.4","42.6","0.5","83.2","2.5","88","0","95","0","80","0","1","43.6","21","39.3","43.6","0.6","51.4 ","2.9","2.5","92049","6.1","0.7","7087.00","24.6","43","15","1",NA,NA,NA,"7","9","9","7","0","7","10","0","10","0","0","0",NA,"10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","9","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","6","7","9","9","1","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","9","0","8","8","10","0","10","0","10","0","9","7","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","9","26","7","1","3","35","6","3","9","23","0","7","0","22","5","5","0","43","0","4","0","49","0","4","5"
"80","Macedonia","35","0","45","1","92.1","0.7","69.6","4","76.4","-2.8","66.7","-4","83.5","4.5","86.4","0.2","60","0","60","0","1.8","10","10","24.2","31.8","2.1","27.6 ","3.8","2.3","13349","27.9","-0.1","348","38","27","56","2","4","7","5","6","4","7","5","0","9","4","1","6","10","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","9","0","10","0","7","5","5","0","5","0","5","0","7","5","8","6","10","0","0","0","10","0","6","7",NA,NA,"10","0","8","7","6","3","8","3","7","5","7","5",NA,NA,"5","0",NA,NA,"10","0",NA,NA,"10","0","8","0","10","0","0","0","10","0","0","0","3","7","3","8","10","0","10","0","7","5","7","8","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","7","41","67","6","1","19","4","4","6","20","5","6","0","26","0","10","0","10","0","7","0"
"81","Madagascar","45","0","28","0","91.1","0.2","93.4","-1.3","52.9","-9.4","48.5","3.4","74.5","-4.7","77.2","5.4","50","0","50","0","6.4","20","20","9.3","14.9","23.6","33.9 ","3","2","1437","3.6","6.1","350.7","34.907","51","103","3","3","3","3","9","3","6","3","6","6","9","7","7","10","0","10","0","0","0","7","5","10","0","0","1","9","3","3","7","9","3","10","0","10","0","5","0","5","0","5","0","8","3","8","2","10","0","10","0","10","0","10","0",NA,NA,"5","0","9","3","8","3","7","5","7","5","2","5",NA,NA,"5","0",NA,NA,"5","0",NA,NA,"7","5","5","5","10","0","0","0","10","0","0","0","3","7","4","3","10","0","10","0","10","0","8","3",NA,"10","0","5","0","7","5","10","0","10","0","10","0","5","0","7","5","6","84","88","8","4","11","4","9","9","0","8","4","0","34","2","10","0","20","0","7","0","34"
